student_id,course_name,score,major,gpa
ST161628,Operating System,99.13,SOFTWARE ENGINEERING,3.65
ST161628,Algorithm and Programming,85.53,SOFTWARE ENGINEERING,3.65
ST161628,Program Design Methods,73.86,SOFTWARE ENGINEERING,3.65
ST161628,Discrete Mathematics,67.48,SOFTWARE ENGINEERING,3.65
ST161628,Linear Algebra,80.85,SOFTWARE ENGINEERING,3.65
ST161628,Basic Statistics,77.47,SOFTWARE ENGINEERING,3.65
ST161628,Data Structures,78.51,SOFTWARE ENGINEERING,3.65
ST161628,Web Development,77.75,SOFTWARE ENGINEERING,3.65
ST161628,Calculus,78.74,SOFTWARE ENGINEERING,3.65
ST161628,Artificial Intelligence,83.7,SOFTWARE ENGINEERING,3.65
ST161628,Algorithm Design and Analysis,90.89,SOFTWARE ENGINEERING,3.65
ST161628,Database Technology,85.12,SOFTWARE ENGINEERING,3.65
ST161628,Object Oriented Programming,84.19,SOFTWARE ENGINEERING,3.65
ST161628,Computer Networks,72.29,SOFTWARE ENGINEERING,3.65
ST161629,Operating System,76.91,DATABASE TECHNOLOGY,3.51
ST161629,Algorithm and Programming,79.32,DATABASE TECHNOLOGY,3.51
ST161629,Program Design Methods,77.6,DATABASE TECHNOLOGY,3.51
ST161629,Discrete Mathematics,71.8,DATABASE TECHNOLOGY,3.51
ST161629,Linear Algebra,86.73,DATABASE TECHNOLOGY,3.51
ST161629,Basic Statistics,75.29,DATABASE TECHNOLOGY,3.51
ST161629,Data Structures,78.67,DATABASE TECHNOLOGY,3.51
ST161629,Web Development,74.09,DATABASE TECHNOLOGY,3.51
ST161629,Calculus,77.94,DATABASE TECHNOLOGY,3.51
ST161629,Artificial Intelligence,81.13,DATABASE TECHNOLOGY,3.51
ST161629,Algorithm Design and Analysis,71.37,DATABASE TECHNOLOGY,3.51
ST161629,Database Technology,87.9,DATABASE TECHNOLOGY,3.51
ST161629,Object Oriented Programming,81.06,DATABASE TECHNOLOGY,3.51
ST161629,Computer Networks,72.89,DATABASE TECHNOLOGY,3.51
ST161630,Operating System,83.8,INTELLIGENT SYSTEM,3.7
ST161630,Algorithm and Programming,85.03,INTELLIGENT SYSTEM,3.7
ST161630,Program Design Methods,85.48,INTELLIGENT SYSTEM,3.7
ST161630,Discrete Mathematics,78.78,INTELLIGENT SYSTEM,3.7
ST161630,Linear Algebra,79.14,INTELLIGENT SYSTEM,3.7
ST161630,Basic Statistics,81.05,INTELLIGENT SYSTEM,3.7
ST161630,Data Structures,74.61,INTELLIGENT SYSTEM,3.7
ST161630,Web Development,79.0,INTELLIGENT SYSTEM,3.7
ST161630,Calculus,85.12,INTELLIGENT SYSTEM,3.7
ST161630,Artificial Intelligence,89.84,INTELLIGENT SYSTEM,3.7
ST161630,Algorithm Design and Analysis,86.33,INTELLIGENT SYSTEM,3.7
ST161630,Database Technology,73.9,INTELLIGENT SYSTEM,3.7
ST161630,Object Oriented Programming,80.72,INTELLIGENT SYSTEM,3.7
ST161630,Computer Networks,87.65,INTELLIGENT SYSTEM,3.7
ST161631,Operating System,74.88,INTERNET OF THINGS,3.57
ST161631,Algorithm and Programming,78.76,INTERNET OF THINGS,3.57
ST161631,Program Design Methods,79.03,INTERNET OF THINGS,3.57
ST161631,Discrete Mathematics,72.98,INTERNET OF THINGS,3.57
ST161631,Linear Algebra,70.74,INTERNET OF THINGS,3.57
ST161631,Basic Statistics,85.75,INTERNET OF THINGS,3.57
ST161631,Data Structures,74.05,INTERNET OF THINGS,3.57
ST161631,Web Development,86.47,INTERNET OF THINGS,3.57
ST161631,Calculus,73.33,INTERNET OF THINGS,3.57
ST161631,Artificial Intelligence,80.23,INTERNET OF THINGS,3.57
ST161631,Algorithm Design and Analysis,81.31,INTERNET OF THINGS,3.57
ST161631,Database Technology,88.09,INTERNET OF THINGS,3.57
ST161631,Object Oriented Programming,81.77,INTERNET OF THINGS,3.57
ST161631,Computer Networks,82.07,INTERNET OF THINGS,3.57
ST161632,Operating System,88.92,INTELLIGENT SYSTEM,3.72
ST161632,Algorithm and Programming,74.57,INTELLIGENT SYSTEM,3.72
ST161632,Program Design Methods,82.41,INTELLIGENT SYSTEM,3.72
ST161632,Discrete Mathematics,77.19,INTELLIGENT SYSTEM,3.72
ST161632,Linear Algebra,80.55,INTELLIGENT SYSTEM,3.72
ST161632,Basic Statistics,89.23,INTELLIGENT SYSTEM,3.72
ST161632,Data Structures,79.47,INTELLIGENT SYSTEM,3.72
ST161632,Web Development,74.59,INTELLIGENT SYSTEM,3.72
ST161632,Calculus,78.48,INTELLIGENT SYSTEM,3.72
ST161632,Artificial Intelligence,87.15,INTELLIGENT SYSTEM,3.72
ST161632,Algorithm Design and Analysis,92.75,INTELLIGENT SYSTEM,3.72
ST161632,Database Technology,87.75,INTELLIGENT SYSTEM,3.72
ST161632,Object Oriented Programming,84.05,INTELLIGENT SYSTEM,3.72
ST161632,Computer Networks,80.18,INTELLIGENT SYSTEM,3.72
ST161633,Operating System,84.38,GAME TECHNOLOGY,3.57
ST161633,Algorithm and Programming,89.69,GAME TECHNOLOGY,3.57
ST161633,Program Design Methods,74.66,GAME TECHNOLOGY,3.57
ST161633,Discrete Mathematics,77.76,GAME TECHNOLOGY,3.57
ST161633,Linear Algebra,71.49,GAME TECHNOLOGY,3.57
ST161633,Basic Statistics,78.49,GAME TECHNOLOGY,3.57
ST161633,Data Structures,78.93,GAME TECHNOLOGY,3.57
ST161633,Web Development,76.59,GAME TECHNOLOGY,3.57
ST161633,Calculus,75.14,GAME TECHNOLOGY,3.57
ST161633,Artificial Intelligence,76.51,GAME TECHNOLOGY,3.57
ST161633,Algorithm Design and Analysis,88.53,GAME TECHNOLOGY,3.57
ST161633,Database Technology,77.88,GAME TECHNOLOGY,3.57
ST161633,Object Oriented Programming,78.33,GAME TECHNOLOGY,3.57
ST161633,Computer Networks,83.42,GAME TECHNOLOGY,3.57
ST161634,Operating System,84.68,INTERNET OF THINGS,3.51
ST161634,Algorithm and Programming,78.54,INTERNET OF THINGS,3.51
ST161634,Program Design Methods,75.32,INTERNET OF THINGS,3.51
ST161634,Discrete Mathematics,80.22,INTERNET OF THINGS,3.51
ST161634,Linear Algebra,66.55,INTERNET OF THINGS,3.51
ST161634,Basic Statistics,82.12,INTERNET OF THINGS,3.51
ST161634,Data Structures,65.39,INTERNET OF THINGS,3.51
ST161634,Web Development,78.51,INTERNET OF THINGS,3.51
ST161634,Calculus,73.75,INTERNET OF THINGS,3.51
ST161634,Artificial Intelligence,82.01,INTERNET OF THINGS,3.51
ST161634,Algorithm Design and Analysis,80.68,INTERNET OF THINGS,3.51
ST161634,Database Technology,84.15,INTERNET OF THINGS,3.51
ST161634,Object Oriented Programming,77.49,INTERNET OF THINGS,3.51
ST161634,Computer Networks,83.85,INTERNET OF THINGS,3.51
ST161635,Operating System,85.67,INTERNET OF THINGS,3.5
ST161635,Algorithm and Programming,68.05,INTERNET OF THINGS,3.5
ST161635,Program Design Methods,80.11,INTERNET OF THINGS,3.5
ST161635,Discrete Mathematics,79.35,INTERNET OF THINGS,3.5
ST161635,Linear Algebra,65.17,INTERNET OF THINGS,3.5
ST161635,Basic Statistics,77.7,INTERNET OF THINGS,3.5
ST161635,Data Structures,80.71,INTERNET OF THINGS,3.5
ST161635,Web Development,71.22,INTERNET OF THINGS,3.5
ST161635,Calculus,75.39,INTERNET OF THINGS,3.5
ST161635,Artificial Intelligence,80.55,INTERNET OF THINGS,3.5
ST161635,Algorithm Design and Analysis,83.35,INTERNET OF THINGS,3.5
ST161635,Database Technology,81.25,INTERNET OF THINGS,3.5
ST161635,Object Oriented Programming,80.87,INTERNET OF THINGS,3.5
ST161635,Computer Networks,80.9,INTERNET OF THINGS,3.5
ST161636,Operating System,89.4,DATA SCIENCE,3.7
ST161636,Algorithm and Programming,84.25,DATA SCIENCE,3.7
ST161636,Program Design Methods,80.13,DATA SCIENCE,3.7
ST161636,Discrete Mathematics,77.45,DATA SCIENCE,3.7
ST161636,Linear Algebra,95.04,DATA SCIENCE,3.7
ST161636,Basic Statistics,82.0,DATA SCIENCE,3.7
ST161636,Data Structures,70.27,DATA SCIENCE,3.7
ST161636,Web Development,80.8,DATA SCIENCE,3.7
ST161636,Calculus,98.34,DATA SCIENCE,3.7
ST161636,Artificial Intelligence,81.94,DATA SCIENCE,3.7
ST161636,Algorithm Design and Analysis,82.55,DATA SCIENCE,3.7
ST161636,Database Technology,81.67,DATA SCIENCE,3.7
ST161636,Object Oriented Programming,77.78,DATA SCIENCE,3.7
ST161636,Computer Networks,68.07,DATA SCIENCE,3.7
ST161637,Operating System,82.49,NETWORK TECHNOLOGY,3.33
ST161637,Algorithm and Programming,81.28,NETWORK TECHNOLOGY,3.33
ST161637,Program Design Methods,70.78,NETWORK TECHNOLOGY,3.33
ST161637,Discrete Mathematics,64.38,NETWORK TECHNOLOGY,3.33
ST161637,Linear Algebra,63.8,NETWORK TECHNOLOGY,3.33
ST161637,Basic Statistics,75.03,NETWORK TECHNOLOGY,3.33
ST161637,Data Structures,74.42,NETWORK TECHNOLOGY,3.33
ST161637,Web Development,67.9,NETWORK TECHNOLOGY,3.33
ST161637,Calculus,71.99,NETWORK TECHNOLOGY,3.33
ST161637,Artificial Intelligence,67.64,NETWORK TECHNOLOGY,3.33
ST161637,Algorithm Design and Analysis,71.63,NETWORK TECHNOLOGY,3.33
ST161637,Database Technology,81.34,NETWORK TECHNOLOGY,3.33
ST161637,Object Oriented Programming,78.66,NETWORK TECHNOLOGY,3.33
ST161637,Computer Networks,83.82,NETWORK TECHNOLOGY,3.33
ST161638,Operating System,96.36,SOFTWARE ENGINEERING,3.74
ST161638,Algorithm and Programming,90.3,SOFTWARE ENGINEERING,3.74
ST161638,Program Design Methods,85.6,SOFTWARE ENGINEERING,3.74
ST161638,Discrete Mathematics,69.63,SOFTWARE ENGINEERING,3.74
ST161638,Linear Algebra,72.54,SOFTWARE ENGINEERING,3.74
ST161638,Basic Statistics,84.4,SOFTWARE ENGINEERING,3.74
ST161638,Data Structures,82.01,SOFTWARE ENGINEERING,3.74
ST161638,Web Development,83.19,SOFTWARE ENGINEERING,3.74
ST161638,Calculus,80.82,SOFTWARE ENGINEERING,3.74
ST161638,Artificial Intelligence,81.03,SOFTWARE ENGINEERING,3.74
ST161638,Algorithm Design and Analysis,85.89,SOFTWARE ENGINEERING,3.74
ST161638,Database Technology,84.92,SOFTWARE ENGINEERING,3.74
ST161638,Object Oriented Programming,84.14,SOFTWARE ENGINEERING,3.74
ST161638,Computer Networks,81.51,SOFTWARE ENGINEERING,3.74
ST161639,Operating System,78.86,INTERNET OF THINGS,3.51
ST161639,Algorithm and Programming,84.36,INTERNET OF THINGS,3.51
ST161639,Program Design Methods,77.72,INTERNET OF THINGS,3.51
ST161639,Discrete Mathematics,77.45,INTERNET OF THINGS,3.51
ST161639,Linear Algebra,67.92,INTERNET OF THINGS,3.51
ST161639,Basic Statistics,80.64,INTERNET OF THINGS,3.51
ST161639,Data Structures,75.71,INTERNET OF THINGS,3.51
ST161639,Web Development,75.31,INTERNET OF THINGS,3.51
ST161639,Calculus,77.62,INTERNET OF THINGS,3.51
ST161639,Artificial Intelligence,75.34,INTERNET OF THINGS,3.51
ST161639,Algorithm Design and Analysis,82.31,INTERNET OF THINGS,3.51
ST161639,Database Technology,76.49,INTERNET OF THINGS,3.51
ST161639,Object Oriented Programming,81.83,INTERNET OF THINGS,3.51
ST161639,Computer Networks,81.08,INTERNET OF THINGS,3.51
ST161640,Operating System,85.39,SOFTWARE ENGINEERING,3.65
ST161640,Algorithm and Programming,81.25,SOFTWARE ENGINEERING,3.65
ST161640,Program Design Methods,72.82,SOFTWARE ENGINEERING,3.65
ST161640,Discrete Mathematics,69.58,SOFTWARE ENGINEERING,3.65
ST161640,Linear Algebra,75.16,SOFTWARE ENGINEERING,3.65
ST161640,Basic Statistics,92.81,SOFTWARE ENGINEERING,3.65
ST161640,Data Structures,77.9,SOFTWARE ENGINEERING,3.65
ST161640,Web Development,76.71,SOFTWARE ENGINEERING,3.65
ST161640,Calculus,79.6,SOFTWARE ENGINEERING,3.65
ST161640,Artificial Intelligence,82.52,SOFTWARE ENGINEERING,3.65
ST161640,Algorithm Design and Analysis,89.69,SOFTWARE ENGINEERING,3.65
ST161640,Database Technology,75.22,SOFTWARE ENGINEERING,3.65
ST161640,Object Oriented Programming,93.8,SOFTWARE ENGINEERING,3.65
ST161640,Computer Networks,82.23,SOFTWARE ENGINEERING,3.65
ST161641,Operating System,81.27,GAME TECHNOLOGY,3.53
ST161641,Algorithm and Programming,80.9,GAME TECHNOLOGY,3.53
ST161641,Program Design Methods,70.88,GAME TECHNOLOGY,3.53
ST161641,Discrete Mathematics,66.14,GAME TECHNOLOGY,3.53
ST161641,Linear Algebra,77.02,GAME TECHNOLOGY,3.53
ST161641,Basic Statistics,77.09,GAME TECHNOLOGY,3.53
ST161641,Data Structures,86.66,GAME TECHNOLOGY,3.53
ST161641,Web Development,78.76,GAME TECHNOLOGY,3.53
ST161641,Calculus,76.85,GAME TECHNOLOGY,3.53
ST161641,Artificial Intelligence,84.11,GAME TECHNOLOGY,3.53
ST161641,Algorithm Design and Analysis,89.42,GAME TECHNOLOGY,3.53
ST161641,Database Technology,72.74,GAME TECHNOLOGY,3.53
ST161641,Object Oriented Programming,78.74,GAME TECHNOLOGY,3.53
ST161641,Computer Networks,78.31,GAME TECHNOLOGY,3.53
ST161642,Operating System,93.45,SOFTWARE ENGINEERING,3.73
ST161642,Algorithm and Programming,88.56,SOFTWARE ENGINEERING,3.73
ST161642,Program Design Methods,73.69,SOFTWARE ENGINEERING,3.73
ST161642,Discrete Mathematics,71.79,SOFTWARE ENGINEERING,3.73
ST161642,Linear Algebra,77.7,SOFTWARE ENGINEERING,3.73
ST161642,Basic Statistics,84.7,SOFTWARE ENGINEERING,3.73
ST161642,Data Structures,87.89,SOFTWARE ENGINEERING,3.73
ST161642,Web Development,70.46,SOFTWARE ENGINEERING,3.73
ST161642,Calculus,80.02,SOFTWARE ENGINEERING,3.73
ST161642,Artificial Intelligence,87.96,SOFTWARE ENGINEERING,3.73
ST161642,Algorithm Design and Analysis,99.09,SOFTWARE ENGINEERING,3.73
ST161642,Database Technology,78.38,SOFTWARE ENGINEERING,3.73
ST161642,Object Oriented Programming,89.97,SOFTWARE ENGINEERING,3.73
ST161642,Computer Networks,77.28,SOFTWARE ENGINEERING,3.73
ST161643,Operating System,88.78,INTELLIGENT SYSTEM,3.69
ST161643,Algorithm and Programming,81.6,INTELLIGENT SYSTEM,3.69
ST161643,Program Design Methods,81.74,INTELLIGENT SYSTEM,3.69
ST161643,Discrete Mathematics,65.87,INTELLIGENT SYSTEM,3.69
ST161643,Linear Algebra,80.73,INTELLIGENT SYSTEM,3.69
ST161643,Basic Statistics,85.5,INTELLIGENT SYSTEM,3.69
ST161643,Data Structures,77.11,INTELLIGENT SYSTEM,3.69
ST161643,Web Development,82.19,INTELLIGENT SYSTEM,3.69
ST161643,Calculus,79.3,INTELLIGENT SYSTEM,3.69
ST161643,Artificial Intelligence,88.39,INTELLIGENT SYSTEM,3.69
ST161643,Algorithm Design and Analysis,95.97,INTELLIGENT SYSTEM,3.69
ST161643,Database Technology,78.67,INTELLIGENT SYSTEM,3.69
ST161643,Object Oriented Programming,82.8,INTELLIGENT SYSTEM,3.69
ST161643,Computer Networks,79.41,INTELLIGENT SYSTEM,3.69
ST161644,Operating System,91.36,INTELLIGENT SYSTEM,3.71
ST161644,Algorithm and Programming,82.83,INTELLIGENT SYSTEM,3.71
ST161644,Program Design Methods,74.83,INTELLIGENT SYSTEM,3.71
ST161644,Discrete Mathematics,73.87,INTELLIGENT SYSTEM,3.71
ST161644,Linear Algebra,75.57,INTELLIGENT SYSTEM,3.71
ST161644,Basic Statistics,84.69,INTELLIGENT SYSTEM,3.71
ST161644,Data Structures,79.7,INTELLIGENT SYSTEM,3.71
ST161644,Web Development,75.67,INTELLIGENT SYSTEM,3.71
ST161644,Calculus,74.9,INTELLIGENT SYSTEM,3.71
ST161644,Artificial Intelligence,94.26,INTELLIGENT SYSTEM,3.71
ST161644,Algorithm Design and Analysis,89.01,INTELLIGENT SYSTEM,3.71
ST161644,Database Technology,87.54,INTELLIGENT SYSTEM,3.71
ST161644,Object Oriented Programming,86.78,INTELLIGENT SYSTEM,3.71
ST161644,Computer Networks,84.41,INTELLIGENT SYSTEM,3.71
ST161645,Operating System,86.87,DATA SCIENCE,3.71
ST161645,Algorithm and Programming,85.38,DATA SCIENCE,3.71
ST161645,Program Design Methods,80.09,DATA SCIENCE,3.71
ST161645,Discrete Mathematics,75.61,DATA SCIENCE,3.71
ST161645,Linear Algebra,97.09,DATA SCIENCE,3.71
ST161645,Basic Statistics,85.56,DATA SCIENCE,3.71
ST161645,Data Structures,77.29,DATA SCIENCE,3.71
ST161645,Web Development,73.89,DATA SCIENCE,3.71
ST161645,Calculus,84.85,DATA SCIENCE,3.71
ST161645,Artificial Intelligence,87.17,DATA SCIENCE,3.71
ST161645,Algorithm Design and Analysis,84.58,DATA SCIENCE,3.71
ST161645,Database Technology,77.54,DATA SCIENCE,3.71
ST161645,Object Oriented Programming,78.56,DATA SCIENCE,3.71
ST161645,Computer Networks,78.35,DATA SCIENCE,3.71
ST161646,Operating System,80.78,NETWORK TECHNOLOGY,3.25
ST161646,Algorithm and Programming,67.44,NETWORK TECHNOLOGY,3.25
ST161646,Program Design Methods,69.55,NETWORK TECHNOLOGY,3.25
ST161646,Discrete Mathematics,64.78,NETWORK TECHNOLOGY,3.25
ST161646,Linear Algebra,68.45,NETWORK TECHNOLOGY,3.25
ST161646,Basic Statistics,72.35,NETWORK TECHNOLOGY,3.25
ST161646,Data Structures,68.09,NETWORK TECHNOLOGY,3.25
ST161646,Web Development,60.98,NETWORK TECHNOLOGY,3.25
ST161646,Calculus,71.49,NETWORK TECHNOLOGY,3.25
ST161646,Artificial Intelligence,67.76,NETWORK TECHNOLOGY,3.25
ST161646,Algorithm Design and Analysis,64.28,NETWORK TECHNOLOGY,3.25
ST161646,Database Technology,86.21,NETWORK TECHNOLOGY,3.25
ST161646,Object Oriented Programming,79.36,NETWORK TECHNOLOGY,3.25
ST161646,Computer Networks,88.49,NETWORK TECHNOLOGY,3.25
ST161647,Operating System,88.08,GAME TECHNOLOGY,3.55
ST161647,Algorithm and Programming,80.31,GAME TECHNOLOGY,3.55
ST161647,Program Design Methods,78.78,GAME TECHNOLOGY,3.55
ST161647,Discrete Mathematics,77.59,GAME TECHNOLOGY,3.55
ST161647,Linear Algebra,75.63,GAME TECHNOLOGY,3.55
ST161647,Basic Statistics,84.09,GAME TECHNOLOGY,3.55
ST161647,Data Structures,78.7,GAME TECHNOLOGY,3.55
ST161647,Web Development,68.65,GAME TECHNOLOGY,3.55
ST161647,Calculus,74.35,GAME TECHNOLOGY,3.55
ST161647,Artificial Intelligence,80.53,GAME TECHNOLOGY,3.55
ST161647,Algorithm Design and Analysis,83.18,GAME TECHNOLOGY,3.55
ST161647,Database Technology,74.13,GAME TECHNOLOGY,3.55
ST161647,Object Oriented Programming,81.63,GAME TECHNOLOGY,3.55
ST161647,Computer Networks,77.68,GAME TECHNOLOGY,3.55
ST161648,Operating System,88.21,INTELLIGENT SYSTEM,3.61
ST161648,Algorithm and Programming,77.76,INTELLIGENT SYSTEM,3.61
ST161648,Program Design Methods,77.13,INTELLIGENT SYSTEM,3.61
ST161648,Discrete Mathematics,70.86,INTELLIGENT SYSTEM,3.61
ST161648,Linear Algebra,81.91,INTELLIGENT SYSTEM,3.61
ST161648,Basic Statistics,76.58,INTELLIGENT SYSTEM,3.61
ST161648,Data Structures,82.61,INTELLIGENT SYSTEM,3.61
ST161648,Web Development,79.55,INTELLIGENT SYSTEM,3.61
ST161648,Calculus,80.79,INTELLIGENT SYSTEM,3.61
ST161648,Artificial Intelligence,79.59,INTELLIGENT SYSTEM,3.61
ST161648,Algorithm Design and Analysis,86.55,INTELLIGENT SYSTEM,3.61
ST161648,Database Technology,81.74,INTELLIGENT SYSTEM,3.61
ST161648,Object Oriented Programming,80.96,INTELLIGENT SYSTEM,3.61
ST161648,Computer Networks,77.94,INTELLIGENT SYSTEM,3.61
ST161649,Operating System,86.12,DATABASE TECHNOLOGY,3.47
ST161649,Algorithm and Programming,78.66,DATABASE TECHNOLOGY,3.47
ST161649,Program Design Methods,70.3,DATABASE TECHNOLOGY,3.47
ST161649,Discrete Mathematics,63.61,DATABASE TECHNOLOGY,3.47
ST161649,Linear Algebra,80.69,DATABASE TECHNOLOGY,3.47
ST161649,Basic Statistics,79.15,DATABASE TECHNOLOGY,3.47
ST161649,Data Structures,73.98,DATABASE TECHNOLOGY,3.47
ST161649,Web Development,65.86,DATABASE TECHNOLOGY,3.47
ST161649,Calculus,77.05,DATABASE TECHNOLOGY,3.47
ST161649,Artificial Intelligence,81.74,DATABASE TECHNOLOGY,3.47
ST161649,Algorithm Design and Analysis,81.26,DATABASE TECHNOLOGY,3.47
ST161649,Database Technology,89.81,DATABASE TECHNOLOGY,3.47
ST161649,Object Oriented Programming,83.27,DATABASE TECHNOLOGY,3.47
ST161649,Computer Networks,68.57,DATABASE TECHNOLOGY,3.47
ST161650,Operating System,92.72,GAME TECHNOLOGY,3.52
ST161650,Algorithm and Programming,82.49,GAME TECHNOLOGY,3.52
ST161650,Program Design Methods,72.18,GAME TECHNOLOGY,3.52
ST161650,Discrete Mathematics,70.2,GAME TECHNOLOGY,3.52
ST161650,Linear Algebra,72.99,GAME TECHNOLOGY,3.52
ST161650,Basic Statistics,74.51,GAME TECHNOLOGY,3.52
ST161650,Data Structures,79.29,GAME TECHNOLOGY,3.52
ST161650,Web Development,73.76,GAME TECHNOLOGY,3.52
ST161650,Calculus,78.0,GAME TECHNOLOGY,3.52
ST161650,Artificial Intelligence,77.87,GAME TECHNOLOGY,3.52
ST161650,Algorithm Design and Analysis,89.88,GAME TECHNOLOGY,3.52
ST161650,Database Technology,71.49,GAME TECHNOLOGY,3.52
ST161650,Object Oriented Programming,88.85,GAME TECHNOLOGY,3.52
ST161650,Computer Networks,71.01,GAME TECHNOLOGY,3.52
ST161651,Operating System,91.74,SOFTWARE ENGINEERING,3.66
ST161651,Algorithm and Programming,89.9,SOFTWARE ENGINEERING,3.66
ST161651,Program Design Methods,76.82,SOFTWARE ENGINEERING,3.66
ST161651,Discrete Mathematics,76.7,SOFTWARE ENGINEERING,3.66
ST161651,Linear Algebra,83.12,SOFTWARE ENGINEERING,3.66
ST161651,Basic Statistics,76.13,SOFTWARE ENGINEERING,3.66
ST161651,Data Structures,82.01,SOFTWARE ENGINEERING,3.66
ST161651,Web Development,66.03,SOFTWARE ENGINEERING,3.66
ST161651,Calculus,74.14,SOFTWARE ENGINEERING,3.66
ST161651,Artificial Intelligence,88.52,SOFTWARE ENGINEERING,3.66
ST161651,Algorithm Design and Analysis,87.67,SOFTWARE ENGINEERING,3.66
ST161651,Database Technology,75.3,SOFTWARE ENGINEERING,3.66
ST161651,Object Oriented Programming,87.21,SOFTWARE ENGINEERING,3.66
ST161651,Computer Networks,83.27,SOFTWARE ENGINEERING,3.66
ST161652,Operating System,80.67,GAME TECHNOLOGY,3.58
ST161652,Algorithm and Programming,80.79,GAME TECHNOLOGY,3.58
ST161652,Program Design Methods,77.99,GAME TECHNOLOGY,3.58
ST161652,Discrete Mathematics,77.43,GAME TECHNOLOGY,3.58
ST161652,Linear Algebra,74.59,GAME TECHNOLOGY,3.58
ST161652,Basic Statistics,75.04,GAME TECHNOLOGY,3.58
ST161652,Data Structures,86.38,GAME TECHNOLOGY,3.58
ST161652,Web Development,80.38,GAME TECHNOLOGY,3.58
ST161652,Calculus,78.72,GAME TECHNOLOGY,3.58
ST161652,Artificial Intelligence,76.75,GAME TECHNOLOGY,3.58
ST161652,Algorithm Design and Analysis,84.8,GAME TECHNOLOGY,3.58
ST161652,Database Technology,74.36,GAME TECHNOLOGY,3.58
ST161652,Object Oriented Programming,83.32,GAME TECHNOLOGY,3.58
ST161652,Computer Networks,83.8,GAME TECHNOLOGY,3.58
ST161653,Operating System,81.52,NETWORK TECHNOLOGY,3.33
ST161653,Algorithm and Programming,67.69,NETWORK TECHNOLOGY,3.33
ST161653,Program Design Methods,75.51,NETWORK TECHNOLOGY,3.33
ST161653,Discrete Mathematics,69.25,NETWORK TECHNOLOGY,3.33
ST161653,Linear Algebra,72.75,NETWORK TECHNOLOGY,3.33
ST161653,Basic Statistics,79.87,NETWORK TECHNOLOGY,3.33
ST161653,Data Structures,65.55,NETWORK TECHNOLOGY,3.33
ST161653,Web Development,65.86,NETWORK TECHNOLOGY,3.33
ST161653,Calculus,69.87,NETWORK TECHNOLOGY,3.33
ST161653,Artificial Intelligence,63.73,NETWORK TECHNOLOGY,3.33
ST161653,Algorithm Design and Analysis,77.39,NETWORK TECHNOLOGY,3.33
ST161653,Database Technology,88.05,NETWORK TECHNOLOGY,3.33
ST161653,Object Oriented Programming,67.64,NETWORK TECHNOLOGY,3.33
ST161653,Computer Networks,89.87,NETWORK TECHNOLOGY,3.33
ST161654,Operating System,90.56,INTELLIGENT SYSTEM,3.71
ST161654,Algorithm and Programming,82.49,INTELLIGENT SYSTEM,3.71
ST161654,Program Design Methods,79.55,INTELLIGENT SYSTEM,3.71
ST161654,Discrete Mathematics,70.8,INTELLIGENT SYSTEM,3.71
ST161654,Linear Algebra,78.93,INTELLIGENT SYSTEM,3.71
ST161654,Basic Statistics,81.97,INTELLIGENT SYSTEM,3.71
ST161654,Data Structures,69.24,INTELLIGENT SYSTEM,3.71
ST161654,Web Development,78.78,INTELLIGENT SYSTEM,3.71
ST161654,Calculus,85.83,INTELLIGENT SYSTEM,3.71
ST161654,Artificial Intelligence,90.21,INTELLIGENT SYSTEM,3.71
ST161654,Algorithm Design and Analysis,88.92,INTELLIGENT SYSTEM,3.71
ST161654,Database Technology,86.3,INTELLIGENT SYSTEM,3.71
ST161654,Object Oriented Programming,85.9,INTELLIGENT SYSTEM,3.71
ST161654,Computer Networks,83.62,INTELLIGENT SYSTEM,3.71
ST161655,Operating System,86.81,GAME TECHNOLOGY,3.55
ST161655,Algorithm and Programming,90.25,GAME TECHNOLOGY,3.55
ST161655,Program Design Methods,73.28,GAME TECHNOLOGY,3.55
ST161655,Discrete Mathematics,70.78,GAME TECHNOLOGY,3.55
ST161655,Linear Algebra,69.92,GAME TECHNOLOGY,3.55
ST161655,Basic Statistics,81.15,GAME TECHNOLOGY,3.55
ST161655,Data Structures,74.67,GAME TECHNOLOGY,3.55
ST161655,Web Development,71.45,GAME TECHNOLOGY,3.55
ST161655,Calculus,72.74,GAME TECHNOLOGY,3.55
ST161655,Artificial Intelligence,75.74,GAME TECHNOLOGY,3.55
ST161655,Algorithm Design and Analysis,93.5,GAME TECHNOLOGY,3.55
ST161655,Database Technology,80.33,GAME TECHNOLOGY,3.55
ST161655,Object Oriented Programming,89.68,GAME TECHNOLOGY,3.55
ST161655,Computer Networks,73.11,GAME TECHNOLOGY,3.55
ST161656,Operating System,90.29,SOFTWARE ENGINEERING,3.72
ST161656,Algorithm and Programming,82.83,SOFTWARE ENGINEERING,3.72
ST161656,Program Design Methods,77.22,SOFTWARE ENGINEERING,3.72
ST161656,Discrete Mathematics,71.33,SOFTWARE ENGINEERING,3.72
ST161656,Linear Algebra,82.96,SOFTWARE ENGINEERING,3.72
ST161656,Basic Statistics,83.42,SOFTWARE ENGINEERING,3.72
ST161656,Data Structures,84.27,SOFTWARE ENGINEERING,3.72
ST161656,Web Development,78.42,SOFTWARE ENGINEERING,3.72
ST161656,Calculus,87.21,SOFTWARE ENGINEERING,3.72
ST161656,Artificial Intelligence,76.08,SOFTWARE ENGINEERING,3.72
